Subject,words,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
8,New York,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,6,0,3,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,village,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,metropolis,9,9,9,9,0,8,7,0,0,0,0,9,7,0,0,0,6,0,9,4,9,9,0,0,0,9,8,0,9,9,9,0,11,8,9,8,6,0,9,8,9,9,0,0,3,9,0,7,9,9,7,9,9,9,3,5,9,9,0,9,9,8,4,7,0,9,7,6,0,0,9,0,10,8,10,9,0,11,9,9,0,0,9,8,7,9,10,9,9,0,6,9,7,5,7,6,8,9,9,4
11,big,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Chicago,8,4,1,5,8,9,9,4,2,2,4,1,9,8,8,8,1,8,3,9,8,4,8,8,8,8,10,8,8,5,5,8,4,9,2,4,7,8,8,9,3,7,7,8,2,8,2,10,8,8,8,3,6,5,9,4,6,6,2,6,6,9,8,8,8,8,8,9,8,1,7,5,5,9,4,4,8,4,1,2,8,8,8,9,4,4,2,7,2,7,5,8,2,4,9,2,9,6,8,3
13,suburb,5,5,3,2,3,1,2,8,6,3,5,7,5,2,7,3,4,7,6,8,4,1,1,5,5,4,1,1,1,2,1,3,5,5,4,1,1,2,2,1,4,1,3,5,7,2,8,1,6,3,2,4,3,2,6,3,3,3,4,4,2,1,5,4,5,6,1,7,3,4,3,1,2,3,7,5,3,3,2,1,2,7,2,3,3,5,3,1,6,4,3,2,4,1,2,4,3,5,3,2
14,county,7,6,4,7,4,4,8,7,8,5,1,8,8,3,3,7,5,1,2,2,1,5,2,2,7,6,9,7,3,3,3,1,2,7,6,9,2,7,4,3,8,8,8,7,9,5,1,9,7,5,9,6,7,1,1,6,4,4,8,7,3,3,9,9,2,1,9,8,7,9,1,4,9,7,2,8,2,5,11,4,7,1,7,4,5,3,5,8,7,8,2,1,1,9,8,5,2,1,4,9
15,urban,1,1,2,1,1,2,1,2,1,1,3,2,6,1,2,1,3,2,1,1,2,2,4,1,1,5,7,2,4,4,2,2,1,4,1,5,3,1,3,2,1,2,1,1,1,1,9,2,1,2,3,1,2,3,7,1,2,5,1,2,1,4,2,3,1,3,2,1,2,3,5,2,3,2,1,1,1,1,3,3,6,2,1,1,6,2,1,3,3,3,1,3,3,2,3,1,1,2,6,1
othr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,whistle,3,6,2,3,5,3,4,3,2,3,5,6,5,9,5,4,4,5,3,7,5,6,3,6,3,5,3,3,7,1,2,2,3,1,2,2,2,2,4,6,2,1,4,2,5,3,6,2,4,2,3,6,2,1,8,3,8,3,5,6,1,3,2,7,3,2,5,8,7,5,5,4,5,2,9,3,5,8,1,5,1,1,7,7,2,4,2,2,5,5,2,6,4,2,3,6,6,1,2,3
1,stop,10,4,8,8,6,11,9,5,7,6,2,4,7,7,4,7,7,7,8,9,7,4,6,10,8,7,10,10,11,9,7,6,6,8,11,8,6,6,10,9,11,11,9,7,8,10,11,7,10,8,7,4,9,8,10,7,7,5,7,4,4,7,7,8,8,9,10,10,8,10,7,10,6,7,2,11,8,10,8,6,7,10,11,6,10,9,8,8,7,8,8,11,9,10,10,11,4,7,9,5
2,train,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10,9,7,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,12,0,0,0,9,11,0,0,0,0,0,0,8,0,9,0,0,0,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,noise,7,3,5,4,1,1,3,6,3,5,1,2,4,3,3,6,6,6,4,1,4,2,4,4,7,6,1,1,1,7,6,5,2,4,5,7,3,4,5,7,5,3,1,3,7,5,5,6,3,7,1,1,4,7,3,1,4,4,3,3,3,6,6,6,6,3,1,4,5,1,6,2,4,6,1,2,6,6,6,4,4,3,2,5,1,2,7,6,3,2,4,1,2,6,2,3,3,4,6,4
4,sing,11,10,10,11,10,10,7,8,8,9,10,8,8,6,7,11,9,9,9,8,10,10,7,9,12,8,9,9,9,8,8,10,10,12,10,11,10,9,12,8,10,10,8,10,10,8,8,11,9,10,8,3,8,10,9,11,6,9,11,8,7,10,8,11,10,11,9,9,10,9,9,8,10,9,10,10,11,9,11,8,11,8,8,9,9,8,9,9,9,10,9,10,7,9,9,10,10,10,10,10
5,blow,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,tune,8,8,7,9,4,8,5,7,6,8,8,5,6,5,8,9,8,8,5,5,6,9,8,7,10,3,7,7,8,4,3,9,8,7,8,9,9,8,9,4,8,8,6,8,6,7,9,9,7,11,6,8,6,5,2,9,5,7,9,7,8,11,5,10,9,8,7,6,9,6,10,7,8,5,8,9,9,4,9,7,8,7,4,8,7,3,3,3,6,12,7,8,6,7,7,7,9,8,5,8
7,sound,4,2,6,6,2,2,2,2,4,2,3,7,1,1,2,3,5,2,7,4,8,8,2,2,6,4,4,6,6,5,5,3,7,2,6,6,7,7,6,2,4,4,5,1,4,11,2,4,5,9,4,5,5,6,5,5,9,8,4,2,5,9,3,5,5,1,2,5,4,3,8,6,1,4,6,5,7,5,2,2,3,5,5,1,4,6,5,4,1,6,5,3,5,5,6,5,8,6,7,1
8,dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,song,9,9,9,10,9,9,8,9,9,10,9,9,9,4,9,10,10,4,10,11,9,11,9,8,11,9,8,8,10,6,0,11,9,10,9,10,11,10,11,0,9,9,7,9,11,9,10,10,8,13,9,9,7,11,7,10,10,10,10,9,9,12,9,12,11,10,8,7,11,8,11,9,9,10,7,8,12,11,10,9,10,9,10,10,8,7,10,10,10,11,10,9,8,8,8,9,11,9,11,9
10,shrill,2,5,3,5,7,6,6,1,5,4,7,3,2,8,6,5,3,3,1,3,2,5,5,3,5,2,5,4,5,3,4,8,4,3,4,3,5,3,7,3,3,5,3,5,2,4,1,1,2,5,5,7,3,4,1,2,2,1,2,1,6,5,4,1,4,5,3,3,6,2,1,3,7,8,5,6,3,7,5,1,5,2,9,3,5,5,4,5,4,3,3,4,3,4,4,4,5,3,4,6
11,boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
12,lips,5,7,4,7,8,5,0,0,0,0,0,0,0,11,0,8,1,0,6,10,3,7,0,5,4,0,6,5,4,0,0,0,5,6,7,4,8,5,8,1,6,6,0,6,1,2,7,5,6,6,0,0,0,3,6,6,0,0,6,0,0,1,10,4,1,6,6,0,2,7,4,5,3,3,11,7,4,3,7,10,6,6,6,0,6,10,6,7,8,9,6,7,10,1,5,8,7,5,8,7
13,wolf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,call,6,0,0,1,0,7,0,0,0,0,6,0,0,10,0,1,11,0,0,6,0,1,0,0,1,0,0,0,3,0,0,4,0,9,1,5,1,0,1,0,7,7,0,0,0,6,4,8,0,1,0,0,0,0,0,8,3,6,8,0,0,2,0,3,7,7,0,1,3,0,2,11,0,0,3,4,1,0,4,0,9,0,3,2,0,0,0,0,0,7,0,5,0,0,0,2,1,0,1,0
15,loud,1,1,1,2,3,4,1,4,1,1,4,1,3,2,1,2,2,1,2,2,1,3,1,1,2,1,2,2,2,2,1,1,1,5,3,1,4,1,2,5,1,2,2,4,3,1,3,3,1,3,2,2,1,2,4,4,1,2,1,5,2,4,1,2,2,4,4,2,1,4,3,1,2,1,4,1,2,2,3,3,2,4,1,4,3,1,1,1,2,1,1,2,1,3,1,1,2,2,3,2
othr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,trash,2,4,6,1,1,4,1,5,1,4,5,5,2,1,1,4,1,3,2,4,2,2,3,2,4,1,5,1,1,2,2,5,2,4,4,1,2,2,3,4,2,2,2,4,1,1,3,4,2,1,3,1,1,2,4,6,4,1,4,1,3,1,6,1,2,2,3,1,1,1,5,2,4,2,1,1,4,2,1,3,2,1,1,6,3,6,3,2,1,1,5,3,3,4,4,1,3,3,2,2
1,garbage,6,6,2,5,6,3,2,4,2,5,3,2,3,3,4,1,3,2,5,3,1,3,4,1,1,4,4,4,4,5,1,1,3,1,1,4,5,1,6,5,1,1,3,1,2,2,2,2,5,3,2,2,5,3,2,2,3,2,1,3,4,3,3,5,3,1,4,3,2,4,2,6,2,5,5,3,2,5,4,2,5,2,4,1,5,1,4,1,4,4,1,2,4,3,1,2,2,7,4,4
2,waste,7,7,5,6,7,5,6,7,6,7,1,3,4,7,3,3,5,1,6,6,7,5,5,6,2,3,7,5,5,6,3,4,5,7,5,3,7,5,7,1,3,6,5,5,3,7,4,3,6,5,6,3,7,7,3,3,5,6,6,4,6,7,5,6,4,6,5,5,4,6,7,5,3,4,6,4,6,7,5,7,4,3,6,2,6,7,5,7,7,5,4,4,7,5,2,3,7,6,3,6
3,can,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,refuse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,sewage,4,3,3,7,5,1,7,6,5,6,6,4,7,6,6,5,7,4,7,7,6,7,6,7,5,6,3,6,7,7,7,2,4,5,2,6,6,3,5,6,5,7,6,6,6,6,7,7,7,7,5,4,6,5,6,7,7,7,3,6,7,6,7,4,5,7,7,7,6,5,6,7,6,3,7,5,1,6,7,8,7,7,5,7,1,2,7,6,6,7,7,1,2,7,5,4,6,2,6,7
6,dirt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,junk,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,8,8,0,0,0,0,8,9,0,0,0,0,0,0,9,8,8,0,0,8,0,0,0,0,0,0,0,9,8,0,0,8,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0
8,rubbish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,paper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,scraps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,pile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,dump,5,5,7,3,3,7,4,3,7,1,4,6,5,4,7,2,4,5,1,5,4,6,7,4,6,7,6,2,2,3,4,6,6,6,3,2,1,6,1,7,6,5,7,7,7,5,5,6,3,4,7,5,4,4,7,4,6,3,7,5,1,2,4,7,6,3,8,6,7,7,1,4,5,6,2,6,3,1,6,5,3,6,7,4,4,5,6,3,2,6,2,5,5,2,3,6,1,4,7,5
13,landfill,1,1,4,2,4,2,5,2,4,3,2,1,6,5,2,7,2,6,3,1,3,4,2,3,3,5,2,3,6,4,6,3,7,3,7,7,3,7,2,3,4,3,4,2,4,3,1,5,4,2,4,6,3,6,5,5,2,5,5,7,2,4,1,3,1,5,2,4,3,2,3,1,7,7,4,7,5,3,3,4,6,5,3,5,2,3,1,4,3,2,6,6,1,6,6,5,5,1,5,3
14,debris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,litter,3,2,1,4,2,6,3,1,3,2,7,7,1,2,5,6,6,7,4,2,5,1,1,5,7,2,1,7,3,1,5,7,1,2,6,8,4,4,4,2,7,4,1,3,5,4,6,1,1,6,1,7,2,1,1,1,1,4,2,2,5,5,2,2,7,4,1,2,5,3,4,3,1,1,3,2,7,4,2,1,1,4,2,3,7,4,2,5,5,3,3,7,6,1,7,7,4,5,1,1
othr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,cabbage,4,7,6,3,7,1,1,1,1,8,4,1,7,2,4,4,8,7,7,7,7,3,7,3,6,1,3,5,7,7,3,2,6,8,7,3,6,1,5,2,7,5,7,7,6,7,8,8,7,6,1,7,6,7,4,6,7,8,5,8,8,6,6,8,6,7,8,2,7,1,1,7,7,5,7,2,6,5,4,3,6,8,7,6,1,7,8,4,2,2,7,8,8,7,5,7,2,6,6,2
1,head,7,6,8,6,6,6,7,8,4,6,7,7,2,7,7,7,3,6,6,2,6,7,6,8,7,6,7,7,6,6,8,7,7,6,5,7,7,7,7,5,3,9,5,6,5,4,9,5,5,7,7,6,7,6,0,7,6,6,7,5,6,7,7,5,8,5,6,7,6,7,8,6,6,6,5,7,8,4,6,6,7,7,5,8,7,3,3,0,7,7,6,7,4,6,3,8,7,7,3,7
2,lettuce,2,4,1,4,4,5,2,6,2,5,5,3,1,6,6,2,1,5,2,1,3,4,4,1,3,5,4,2,3,5,5,1,2,4,3,2,4,4,2,4,1,1,3,5,4,3,1,4,4,4,4,1,2,4,1,4,3,1,3,3,5,3,2,4,1,2,2,5,2,4,4,5,2,2,3,4,1,3,5,1,1,4,1,2,6,1,2,1,1,3,2,3,3,3,1,3,4,3,1,3
3,vegetable,6,2,3,2,5,3,6,3,3,3,6,6,3,4,3,5,2,3,3,3,1,6,5,4,4,3,2,3,2,3,7,4,5,5,1,6,1,6,3,3,4,3,4,4,3,2,3,3,2,3,5,2,5,5,3,5,4,4,4,6,2,2,4,3,2,3,4,3,5,6,5,4,3,1,4,5,3,2,2,4,3,3,3,3,5,2,1,2,6,4,5,1,2,4,2,4,5,5,2,5
4,food,0,0,7,8,0,0,8,7,8,0,8,8,0,5,8,8,7,8,5,8,0,8,8,0,8,0,8,0,0,0,9,8,8,2,0,8,8,8,8,9,5,7,0,0,0,9,7,6,8,0,0,0,0,8,0,8,8,7,0,7,7,0,8,7,7,0,7,8,9,8,7,8,0,0,8,10,7,8,0,8,0,6,0,7,8,0,7,0,8,0,8,6,7,8,8,2,8,8,0,8
5,salad,5,1,2,5,3,2,5,5,7,2,1,5,6,1,5,6,4,4,4,4,2,5,3,5,1,2,5,6,4,1,1,5,3,3,2,1,3,3,1,6,2,6,2,2,1,1,2,2,3,2,6,4,1,3,2,3,5,5,2,2,3,1,5,2,3,4,5,1,3,5,6,3,4,3,6,6,2,6,3,5,2,5,2,1,3,5,4,3,5,5,3,5,5,5,4,1,3,2,5,4
6,green,0,0,0,0,8,0,9,0,0,0,0,0,0,9,9,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,10,0,9,0,0,0,7,0,8,0,0,8,8,4,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,10,0,9,9,0,0,0,11,0,0,0,0,0,9,0,0,9,0,0,0,9,0,0,10,0,0,0,0,0,10,0,0
7,garden,0,8,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,8,9,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,10,0,9,0,0,9,0,0,0,0,9,0,0,0,0,0,9,0,0
8,leaf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
9,sauerkraut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,smell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,slaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,patch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,carrots,1,3,4,1,1,4,3,4,5,4,2,4,5,3,2,1,5,1,1,5,4,2,2,2,2,4,1,1,1,4,2,3,1,1,4,4,5,5,4,1,6,2,6,3,7,5,5,7,1,1,2,3,3,1,5,2,2,2,6,4,4,4,3,1,5,1,3,6,4,2,3,1,5,4,2,3,5,1,1,2,4,1,4,4,4,4,5,5,4,6,4,4,1,2,6,5,6,4,4,1
15,soup,3,5,5,7,2,7,4,2,6,1,3,2,4,8,1,3,6,2,8,6,5,1,1,6,5,7,6,4,5,2,6,6,4,7,6,5,2,2,6,8,8,4,1,1,2,6,6,1,6,5,3,5,4,2,6,1,1,3,1,1,1,5,1,6,4,6,1,4,1,3,2,2,1,7,1,1,4,7,7,7,5,2,6,5,2,6,6,6,3,1,1,2,6,1,7,6,1,1,7,6
othr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,health,5,0,0,0,0,0,0,3,0,0,0,0,12,10,9,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,12,0,0,0,12,0,0,12,0,0,9,0,0,10,0,0,9,0,0,0,0,0,0,0,0,7,12,8,10,6,0,8,0,0,0,0,9,5,0,0,0,11,12,9,0,0,0,0,8,9,0,11,0,0,0,6,8,9,0,0,11,0,8,0,10,0
1,sickness,2,4,2,4,3,2,3,5,4,4,2,3,5,2,3,4,2,3,4,1,2,3,3,2,3,3,1,2,2,2,4,4,2,2,5,1,1,2,5,3,4,3,3,2,3,6,5,3,1,3,4,4,2,3,3,1,3,2,2,2,3,4,1,3,1,1,5,3,5,1,3,2,1,3,2,2,1,3,2,3,2,2,1,2,2,2,2,5,1,3,3,2,5,1,2,2,4,1,1,1
2,good,8,6,6,2,6,4,4,9,8,6,3,2,6,11,4,7,3,7,6,3,4,2,4,4,5,4,2,6,5,3,6,5,4,4,6,5,8,5,7,4,5,4,4,3,6,7,7,7,3,8,5,5,6,7,8,0,8,4,7,3,4,5,0,12,4,6,8,5,6,3,10,3,2,5,4,3,6,5,6,6,6,3,3,3,4,3,7,7,3,5,5,3,7,2,4,5,6,5,3,3
3,happiness,9,7,0,5,0,3,5,0,10,8,0,0,8,0,6,8,4,0,0,2,0,0,9,5,8,6,3,0,6,5,7,0,5,6,0,0,5,0,10,8,6,5,5,5,7,8,9,0,4,10,0,9,7,0,9,0,0,5,8,8,5,0,0,0,3,0,9,6,7,0,0,7,4,7,0,5,7,7,7,0,7,0,0,4,5,4,4,6,4,0,0,4,8,7,5,6,0,6,0,4
4,wealth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,ill,4,5,5,3,2,5,2,4,6,3,4,1,7,4,2,6,5,1,2,4,1,4,6,3,4,2,4,1,3,4,3,3,3,5,4,4,4,3,6,6,2,1,1,1,4,4,6,5,5,4,6,6,3,2,5,3,5,3,3,5,1,3,4,5,2,3,4,4,4,2,5,4,3,4,3,4,4,4,1,1,3,1,4,5,1,1,5,4,2,2,4,5,6,5,3,4,2,3,2,2
6,doctor,7,8,8,6,4,6,6,8,5,5,5,5,9,6,5,9,6,4,7,5,5,6,7,7,6,9,7,4,4,9,2,6,9,8,8,3,7,6,9,5,7,2,0,4,5,11,8,4,7,5,7,7,4,5,6,5,6,8,5,4,9,9,5,8,8,4,7,7,8,6,2,8,6,6,8,1,3,6,4,4,4,4,5,7,6,5,6,2,6,7,7,7,3,9,6,7,3,4,4,7
