Subject,words,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
7,service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,strong,10,10,9,8,8,0,0,0,9,7,0,0,10,5,7,10,0,0,0,0,3,0,1,6,7,7,6,0,9,7,8,7,6,7,2,8,9,0,2,7,0,7,0,0,8,9,1,8,6,9,0,1,9,0,10,0,0,7,0,10,7,6,0,11,7,0,1,8,0,7,0,0,7,8,5,8,8,10,8,9,8,0,0,0,8,0,3,8,9,0,0,1,2,6,8,8,0,7,5,0
9,hospital,6,9,10,10,5,7,8,7,3,9,6,6,11,7,8,11,8,5,5,7,6,7,8,8,9,8,9,5,7,8,1,8,7,9,7,7,10,7,11,9,0,8,0,0,10,10,0,6,10,6,10,8,5,6,7,6,7,9,4,9,10,10,6,9,10,5,6,9,9,8,6,10,8,9,9,0,5,8,5,7,5,6,6,8,7,6,8,3,7,1,9,8,4,10,9,9,9,9,6,8
10,disease,0,0,7,11,9,9,7,10,0,10,0,7,0,8,0,0,0,8,8,0,10,8,0,0,0,0,10,0,10,0,0,10,0,12,9,10,12,8,8,10,0,9,0,0,11,0,0,9,9,7,3,0,8,0,0,2,1,0,0,0,11,11,7,4,9,7,0,0,0,9,7,6,0,10,1,9,10,0,0,8,0,0,7,11,0,8,11,0,8,8,6,0,0,8,10,0,5,0,8,0
11,body,0,0,4,9,7,10,9,1,2,11,0,0,2,9,0,0,0,6,1,0,8,5,5,0,0,0,12,0,11,0,0,9,0,10,10,9,11,1,4,0,0,11,0,0,12,3,0,1,11,0,2,2,0,0,2,7,4,0,0,1,6,2,8,7,6,9,0,0,0,5,4,0,0,0,7,7,9,0,0,5,9,0,9,10,0,10,10,0,10,9,10,0,9,11,7,0,7,0,9,6
12,vigor,0,0,1,12,0,0,0,0,11,12,0,0,4,0,0,2,0,9,0,0,9,0,0,0,0,0,11,0,0,10,0,11,0,11,11,0,6,0,13,11,0,10,0,0,0,5,3,0,8,0,0,0,0,1,0,0,9,0,0,0,8,7,9,10,0,0,0,0,0,0,8,0,0,0,0,10,11,0,0,0,10,0,0,0,0,9,0,0,11,0,0,0,0,4,12,0,0,0,0,0
13,center,0,1,0,0,0,0,0,2,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,pain,3,2,3,7,1,8,1,6,7,1,1,4,3,3,1,3,7,2,3,6,7,1,2,1,1,5,8,3,1,6,5,2,8,3,3,6,2,4,1,1,3,6,6,6,2,2,4,2,2,2,8,3,1,4,4,4,2,6,6,6,2,1,2,1,5,2,2,2,3,4,1,9,5,2,6,6,2,1,3,2,1,5,2,6,3,7,9,9,5,4,1,6,1,3,1,1,1,8,7,5
15,robust,1,3,0,1,0,1,0,0,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,1,1,2,3,0,3,2,1,0,2,0,1,1,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,3,2,0,0,3,1,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,3,0,2,0,0
othr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,mutton,0,0,0,7,0,10,0,11,10,0,9,0,9,12,0,0,0,10,0,0,0,7,11,9,8,3,0,0,0,0,7,0,8,0,8,0,9,0,0,8,11,0,10,0,0,0,0,0,11,10,0,10,10,0,11,9,0,9,0,3,10,11,0,9,0,0,0,8,0,7,0,9,0,0,10,10,10,1,0,11,0,7,0,2,0,0,0,9,9,11,0,3,0,10,0,9,3,11,0,0
1,lamb,4,7,8,5,6,5,2,2,4,5,4,4,7,3,5,5,5,3,4,4,3,2,2,6,5,5,4,6,7,6,1,1,2,6,5,4,5,4,3,4,4,6,5,5,5,2,2,4,5,5,7,6,6,4,2,6,5,3,6,6,4,6,6,6,2,5,5,1,5,4,1,7,4,2,4,6,2,7,5,4,7,5,4,5,4,7,5,4,7,6,6,8,1,5,4,2,1,1,5,3
2,sheep,0,8,10,10,0,6,0,0,8,0,0,0,11,8,8,6,9,5,0,9,0,0,0,10,6,9,0,7,0,10,0,0,0,9,12,0,6,0,7,10,0,7,6,9,0,7,0,0,7,7,10,9,8,8,0,8,10,7,8,9,12,9,8,8,0,7,7,0,9,9,0,8,0,0,8,5,12,9,6,9,0,8,7,6,0,9,6,6,8,8,9,10,0,9,0,6,10,0,8,5
3,meat,2,2,1,6,4,4,1,3,3,4,1,3,3,4,4,1,4,1,3,3,1,1,4,2,3,2,1,5,1,8,2,3,1,2,2,3,3,1,2,5,2,5,3,4,2,1,3,3,6,4,5,7,1,3,1,1,6,2,3,4,3,5,2,7,1,2,6,4,2,3,2,5,1,1,2,3,3,5,3,3,1,4,3,1,2,4,4,3,1,4,5,1,6,6,3,1,2,2,4,1
4,chops,7,9,7,9,10,7,0,1,7,8,5,10,12,10,9,9,8,8,0,8,9,10,6,7,9,10,10,9,9,5,8,10,9,8,9,9,7,10,8,11,6,8,7,6,10,6,6,8,8,6,11,8,7,10,9,7,9,8,9,8,11,10,3,2,9,9,9,9,8,10,10,11,10,10,7,9,11,8,10,10,10,10,9,9,6,10,11,10,6,9,11,9,10,8,6,10,9,10,9,10
5,beef,3,6,9,3,2,3,5,5,5,6,3,2,4,5,1,4,6,4,6,7,5,5,5,5,4,8,8,8,5,7,6,5,3,7,6,5,4,7,4,7,3,2,1,7,6,3,4,5,3,8,8,2,5,5,6,4,4,6,5,5,5,2,5,3,5,6,8,2,7,5,6,3,2,4,3,4,6,4,2,6,4,2,1,3,3,8,7,5,5,5,8,6,7,2,8,3,7,7,7,2
6,veal,5,5,2,2,7,1,4,4,9,7,2,5,5,7,7,7,7,7,7,6,6,6,9,8,7,6,7,4,3,9,5,6,5,5,7,6,8,2,5,9,7,4,8,8,7,4,7,7,4,9,6,5,3,7,4,5,2,4,7,7,7,3,7,5,3,4,2,5,6,6,7,10,6,3,6,8,4,6,7,8,5,6,5,8,1,6,9,7,4,10,7,7,4,3,2,5,6,4,6,7
7,collar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,leg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,eat,8,10,0,0,9,0,7,6,0,9,10,9,8,2,0,0,0,0,9,0,10,11,7,0,0,11,2,0,6,11,9,7,11,0,11,10,0,9,0,0,8,0,0,0,8,8,10,9,9,0,4,0,0,0,10,0,8,11,10,12,8,8,0,0,10,0,10,11,1,0,9,0,9,9,0,0,7,0,11,7,6,0,10,11,10,1,8,0,0,2,2,0,9,0,10,11,0,8,0,11
10,fat,10,11,6,0,8,0,9,10,0,10,11,6,1,11,0,0,3,0,8,0,8,9,1,0,0,12,9,0,8,2,11,8,10,4,10,8,0,6,0,6,10,0,0,10,9,10,9,10,0,0,1,3,0,9,8,0,11,0,11,11,2,0,0,4,7,0,0,10,0,0,8,4,7,8,0,0,8,0,9,0,8,0,11,12,5,5,10,0,0,12,10,0,8,0,9,12,0,9,0,8
11,coat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,stew,9,3,5,8,1,9,8,9,6,1,8,8,10,9,6,8,10,9,1,5,7,8,10,1,10,7,3,2,10,3,10,9,7,0,4,7,10,8,0,1,1,0,9,1,4,11,8,6,10,2,9,0,9,6,7,10,7,10,2,10,9,7,0,11,8,8,3,7,0,8,5,6,8,7,9,2,9,0,4,5,9,9,6,10,9,3,3,8,10,1,1,5,5,7,5,8,8,6,3,9
13,fur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,pork,1,4,4,4,3,2,3,8,2,3,6,7,6,6,2,2,2,6,2,2,4,3,8,4,1,1,5,1,4,4,3,4,4,3,1,2,1,5,6,2,5,1,2,2,3,9,5,1,2,3,2,1,4,1,5,2,1,1,1,2,6,4,1,1,4,3,1,6,4,2,3,2,3,5,1,7,5,2,1,1,2,3,2,7,7,2,1,1,3,3,3,2,2,4,7,7,5,5,1,4
15,steak,6,1,3,1,5,8,6,7,1,2,7,1,2,1,3,3,1,2,5,1,2,4,3,3,2,4,6,3,2,1,4,2,6,1,3,1,2,3,1,3,9,3,4,3,1,5,1,2,1,1,3,4,2,2,3,3,3,5,4,1,1,1,4,10,6,1,4,3,3,1,4,1,5,6,5,1,1,3,8,2,3,1,8,4,8,11,2,2,2,7,4,4,3,1,1,4,4,3,2,6
othr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,rough,5,5,6,1,5,7,5,7,6,6,7,6,6,7,1,4,1,5,8,7,7,7,4,8,4,6,6,7,5,6,1,3,5,7,4,6,2,6,8,5,5,4,3,7,6,4,2,4,2,6,3,6,7,4,7,6,5,6,9,4,2,4,7,6,6,5,3,8,8,8,8,7,2,6,3,7,8,5,5,4,8,4,5,5,4,6,6,6,5,7,7,5,7,3,9,6,6,7,4,4
1,smooth,4,6,5,2,6,1,8,6,4,5,5,5,2,6,2,5,6,4,7,6,5,6,5,6,5,5,5,6,6,5,6,6,4,4,6,7,5,4,6,4,7,6,4,5,5,5,5,6,5,7,5,7,6,6,6,5,7,3,7,5,4,6,6,5,5,6,1,7,9,7,5,5,6,5,5,6,6,3,6,6,5,6,4,6,3,7,4,5,7,5,4,6,6,5,4,5,5,6,5,5
2,bumpy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,sea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
4,tough,9,0,0,0,0,9,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,8,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,8,11,0,0,9,0,0,11,12,0,0,12,12,0,0,0,9,0,0,0,7,0,10,10,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
5,sandpaper,7,9,7,0,0,8,9,9,7,7,8,9,9,8,0,7,0,8,9,8,8,5,6,7,7,7,8,8,7,9,9,4,9,8,7,9,7,9,7,7,9,8,7,6,9,7,10,7,9,8,10,8,9,7,9,8,8,10,10,9,0,5,8,7,7,11,8,10,10,10,7,8,9,10,8,8,7,9,7,9,7,10,7,7,5,9,7,8,9,10,8,7,8,0,10,7,8,8,9,7
6,jagged,8,10,3,7,3,4,3,3,3,3,6,4,5,3,6,3,7,9,4,4,4,4,7,3,3,4,4,4,4,4,10,7,6,5,1,2,1,2,4,3,6,7,6,1,3,2,9,3,4,5,4,5,5,5,4,2,6,9,4,7,6,3,2,1,4,8,5,2,3,4,3,2,10,4,4,3,4,1,8,5,4,1,2,4,2,2,5,9,3,4,5,4,5,4,5,1,3,5,6,6
7,ready,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,coarse,1,7,4,6,4,5,7,8,5,1,4,7,7,5,4,6,8,7,5,5,6,3,3,4,6,3,7,3,3,8,4,5,3,6,5,5,4,5,5,6,10,3,5,4,8,3,6,5,6,9,8,2,8,2,5,7,9,4,5,6,7,7,5,4,8,4,7,6,7,5,4,4,7,7,6,5,3,8,4,8,6,5,9,8,6,8,3,7,6,6,6,8,1,6,6,4,4,9,3,3
9,uneven,6,8,8,8,9,6,10,4,9,0,9,8,0,9,7,9,9,10,10,10,9,8,8,10,0,0,9,0,0,7,7,9,0,9,0,10,0,8,9,8,4,9,8,8,10,0,7,8,10,10,11,0,10,8,11,0,10,0,8,8,0,8,9,0,9,9,0,0,6,0,6,6,8,8,7,9,5,10,9,11,11,7,10,10,10,10,8,10,10,9,3,9,0,7,8,0,7,10,7,8
10,riders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,rugged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,sand,2,2,1,4,1,3,2,5,2,4,3,3,1,1,5,1,5,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,3,2,3,6,3,2,2,1,5,1,3,2,6,3,1,1,2,9,1,1,3,3,1,3,2,2,3,3,1,4,3,1,3,6,3,2,3,1,3,4,2,2,1,1,4,2,3,2,3,3,1,7,3,2,4,4,2,2,2,2,1,1,2,1,1,1,2
13,boards,0,4,0,9,7,0,6,10,8,8,10,0,8,0,0,0,2,6,6,9,3,0,0,11,0,0,0,0,0,10,8,0,8,0,8,8,8,10,10,0,11,10,0,0,7,8,8,9,7,1,6,9,4,0,10,9,4,7,6,2,8,11,0,0,10,7,9,9,11,9,9,9,3,0,0,4,0,6,3,7,9,8,8,9,8,4,9,1,8,8,9,3,9,8,7,8,9,4,8,0
14,ground,0,3,0,5,8,0,1,2,0,9,2,1,4,4,0,0,3,3,3,3,0,0,0,0,0,0,3,5,0,2,5,10,7,0,9,4,9,0,3,0,3,1,0,0,4,0,1,0,8,4,2,4,2,0,1,4,1,5,3,0,5,0,1,0,3,1,2,4,4,1,0,0,5,3,0,0,0,0,0,2,3,9,6,3,9,5,0,2,2,3,12,0,4,9,2,0,0,3,0,0
15,gravel,3,1,2,3,2,2,4,1,1,2,1,2,3,2,3,2,4,2,2,1,1,2,1,1,1,1,1,1,1,3,3,2,2,2,3,1,3,1,1,1,2,2,2,2,1,1,4,2,3,3,1,3,3,1,2,3,2,1,1,1,1,2,3,2,2,2,4,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,3,1,1,1,1,3,2,3,3,2,2,2,1
othr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,carpet,7,5,1,2,1,7,4,1,6,1,4,7,6,1,4,9,2,2,9,5,4,3,1,6,4,3,3,4,5,8,5,6,6,3,2,1,4,6,3,2,6,6,5,4,2,1,9,4,2,1,4,3,1,6,2,8,8,5,9,2,4,2,7,4,3,1,3,5,6,1,2,4,3,5,6,1,1,8,5,6,6,5,1,4,8,4,1,5,4,2,4,9,4,7,5,1,3,2,8,5
1,rug,5,6,6,3,8,3,2,2,2,2,8,6,3,3,2,7,9,6,7,4,2,2,3,5,2,2,6,5,3,5,4,7,2,6,10,7,2,3,7,4,4,9,3,3,4,2,4,2,4,3,3,4,3,3,7,7,9,3,8,6,2,7,3,2,4,6,6,2,3,3,4,1,2,3,3,6,4,5,3,7,4,3,11,1,6,3,3,3,1,4,1,6,3,5,3,4,2,1,1,4
2,floor,8,8,7,4,7,6,1,6,3,4,6,5,4,6,3,6,10,4,8,6,3,7,4,4,3,7,5,6,4,6,6,8,3,2,9,6,3,4,6,5,5,8,4,5,3,3,8,1,3,2,1,5,5,5,8,6,10,4,10,4,3,6,5,5,2,5,5,3,2,6,3,2,4,4,4,5,2,6,4,8,3,4,10,3,7,6,6,4,3,5,3,5,6,6,4,5,4,3,4,6
3,soft,3,1,5,5,11,2,3,5,1,3,9,3,5,5,1,4,7,7,4,3,1,1,5,3,1,1,4,3,1,4,3,4,8,5,8,5,1,2,5,1,2,7,2,2,7,4,6,3,5,4,5,6,8,2,3,4,11,2,7,7,1,5,6,1,5,7,7,4,7,4,6,3,1,2,2,4,6,9,2,5,5,2,9,2,2,1,5,2,2,6,2,7,2,4,2,2,1,4,3,3
4,red,0,9,0,6,12,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,10,0,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,11,14,0,0,0,0,12,12,10,0,0,0,0,0,13,0,12,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,10,12
5,sweeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,tack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,walk,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,0,13,13,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,9,13,0,0,0,0,0,0
8,bag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,2,0,0,0,0,2,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,6,0,0,12,0,0,0,0,0,9,0,1,0,0,9,0,0,10,0,0,0,2,0,0,0,0,0,8,3,0,0,1,0,0,0,0,11,10,0,0,0,11,0,2
9,room,10,3,9,8,10,8,10,8,7,9,7,9,7,2,5,1,4,9,5,7,5,5,10,7,5,8,7,9,7,9,7,9,5,8,12,8,5,7,8,6,7,10,6,6,5,8,7,9,7,8,8,8,9,4,9,9,7,6,11,8,5,8,8,6,7,3,4,6,9,7,5,6,5,6,7,7,5,7,6,10,7,7,6,5,5,5,7,6,6,7,7,4,8,9,7,6,5,6,9,8
10,blue,0,2,10,10,4,4,8,0,10,10,0,10,11,0,10,10,0,3,2,9,9,0,9,10,0,10,0,2,10,7,11,11,7,4,5,0,0,0,0,7,0,0,0,11,0,0,1,11,10,9,11,9,12,10,4,11,4,11,1,11,10,0,0,0,8,11,0,8,11,0,0,8,0,11,10,0,8,1,10,0,9,10,4,9,11,0,2,10,7,11,0,0,5,11,0,0,7,8,5,11
11,chair,9,4,8,7,9,9,9,3,8,8,2,8,8,7,6,8,5,8,6,8,6,4,6,8,6,9,8,8,6,11,8,10,4,7,11,9,6,8,9,3,8,2,7,7,6,9,10,10,8,6,7,10,6,7,10,10,5,9,5,9,8,9,9,7,9,2,2,7,10,5,7,7,7,7,8,8,3,4,7,9,8,6,5,7,9,7,8,7,8,3,5,3,7,8,8,7,6,5,6,7
12,thick,6,10,4,9,6,10,5,4,4,6,3,2,2,8,7,2,3,5,1,1,7,8,7,9,9,5,9,10,8,13,9,3,9,9,7,4,7,9,2,9,3,3,9,8,8,7,3,6,6,7,6,7,4,8,5,5,2,8,3,1,6,4,4,8,6,10,9,9,1,2,1,9,8,8,1,2,7,10,8,1,1,8,7,10,10,8,10,8,5,8,6,2,12,3,6,0,8,7,7,9
13,deep,2,7,3,11,2,5,6,7,5,7,5,4,9,9,8,5,6,1,3,10,8,6,8,1,8,6,1,11,9,3,10,5,11,1,3,3,8,5,4,11,9,4,8,9,9,6,5,7,9,5,10,12,7,9,1,3,3,7,6,5,7,3,2,9,1,12,8,10,4,8,8,10,6,9,9,3,9,3,9,4,10,9,8,11,1,2,9,9,9,9,8,8,10,1,9,0,9,9,2,1
14,magic,1,0,2,0,5,11,11,0,9,0,1,1,10,4,9,11,0,10,10,2,0,9,2,11,7,4,2,1,0,1,1,2,0,10,4,2,9,1,0,10,10,5,0,10,1,5,0,8,11,10,9,1,13,11,6,2,1,10,4,3,9,1,1,10,0,14,1,11,0,0,0,5,9,0,0,9,10,0,11,2,11,11,3,12,4,0,0,12,0,10,9,1,1,2,1,0,10,10,0,10
15,wool,4,0,0,1,3,1,7,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,2,5,1,0,2,2,2,0,0,1,0,1,2,0,0,0,0,3,0,4,0,0,5,0,0,0,0,1,0,0,0,0,1,3,2,1,2,0,0,0,4,0,0,1,0,0,0,0,0,3,0,0,0,0
othr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,justice,5,5,2,5,1,4,3,7,5,2,4,6,6,4,6,5,5,6,1,2,3,3,5,4,4,5,6,6,3,3,5,1,2,6,1,3,4,3,3,6,7,2,2,6,4,1,6,3,8,6,5,1,1,1,7,2,5,6,7,1,6,5,5,1,6,1,1,5,2,5,5,6,1,4,7,5,3,4,2,2,6,3,5,5,2,3,4,4,4,3,1,5,1,2,4,1,5,4,2,4
1,peace,9,8,9,9,9,9,9,9,9,9,8,9,8,9,9,0,9,9,0,9,0,9,8,9,9,9,0,9,0,0,9,9,8,9,8,9,0,0,0,9,9,0,9,10,9,9,0,8,7,9,8,9,0,9,9,9,9,9,0,9,0,9,9,7,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,0,9,9,0,9,9,9,9,8,9,9,9,9,7,9,9,9,9,0,9
2,law,7,7,8,8,8,7,8,8,8,8,7,8,7,8,8,6,8,7,6,8,6,8,7,8,7,8,3,8,8,4,8,8,7,7,7,8,6,7,7,8,8,8,7,9,8,8,7,7,6,8,6,8,7,8,8,8,8,8,3,8,5,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,6,7,5,7,8,8,8,7,7,8,7,8,8,7,8,6,8,8,8,8,5,7
3,courts,6,3,6,6,6,6,2,4,3,6,5,3,4,5,3,4,4,8,4,6,5,6,6,5,6,6,8,7,4,2,4,7,4,4,6,4,5,4,1,4,3,3,6,7,6,5,5,5,3,5,7,6,5,7,3,5,4,5,5,7,4,6,1,6,7,5,3,6,5,7,3,3,4,5,4,4,5,5,4,6,2,6,7,2,4,6,5,7,6,4,5,6,6,5,6,5,6,6,3,6
4,judge,3,2,1,2,4,1,5,1,2,3,6,4,2,3,5,3,2,4,2,3,1,4,3,1,2,4,1,5,1,5,3,2,3,5,4,6,2,5,2,1,4,1,3,4,2,4,4,6,2,3,3,5,3,5,1,6,1,3,6,5,2,3,6,4,5,2,6,1,4,1,2,4,3,3,3,2,1,3,1,1,1,2,2,1,3,4,6,3,1,5,2,4,4,1,2,3,1,7,1,2
5,right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
