Subject,words,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10,metropolis,3,5,3,4,6,3,4,5,3,4,3,4,7,6,4,7,4,3,4,1,6,8,4,1,1,6,3,4,7,3,1,3,2,3,1,5,3,3,4,2,1,4,1,1,6,5,6,1,1,3,4,5,2,7,5,2,5,8,1,5,7,2,2,6,2,4,2,1,3,6,2,2,3,2,3,4,3,6,1,4,3,3,3,1,3,2,3,1,2,3,2,4,1,4,7,4,2,5,5,4
11,big,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0
13,suburb,8,3,7,2,7,8,3,6,7,5,6,1,3,4,5,8,8,8,5,9,4,7,10,4,5,4,2,6,5,7,5,5,6,8,5,3,6,8,6,4,4,6,4,7,4,1,2,6,7,7,7,2,6,4,7,8,6,6,6,1,4,7,6,7,8,6,4,7,6,8,7,1,6,8,5,5,4,7,3,2,5,5,4,5,7,7,10,3,8,6,1,3,3,6,6,5,6,4,4,5
14,county,2,8,1,6,3,2,6,4,5,8,8,5,5,8,3,1,3,4,3,5,3,2,1,8,6,5,9,7,8,8,6,7,7,7,7,8,7,6,3,5,7,1,7,4,1,8,4,5,9,6,3,4,7,2,4,4,7,3,5,7,9,5,8,4,6,8,7,3,8,4,9,6,5,1,10,7,9,3,6,8,6,6,5,7,8,4,5,8,4,4,9,7,6,7,2,8,8,6,8,8
15,urban,4,1,2,1,4,1,5,1,2,3,1,2,1,1,1,2,1,2,1,4,1,3,3,2,4,1,4,1,1,5,3,1,1,5,2,4,4,1,2,1,2,2,5,5,2,4,1,3,2,4,6,1,1,1,1,6,1,1,4,3,5,1,3,5,3,1,5,4,1,2,1,4,4,3,1,2,2,2,4,3,1,1,1,2,1,1,1,2,3,1,4,1,2,2,3,1,4,3,6,2
othr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,whistle,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,2,0,0,11,0,6,0,1,0,0,0,6,0,8,4,0,1,0,0,0,0,0,0,0,5,0,8,0,0,0,1,0,0,0,0,0,8,0,0,0,0,4,0,8,6,7,8,1,0,0,2,4,0,4,0,0,0,0,0,0,0,0,3,0,8,0,3,2,0,10,0,0,5,0,3,4,0,2,7,0,0,8,0
1,stop,2,8,7,8,4,6,8,7,8,6,8,9,6,3,6,9,6,6,6,4,9,6,9,6,7,7,9,7,5,7,5,6,8,6,5,11,4,5,5,7,5,7,7,5,5,4,7,8,9,7,6,7,8,5,5,8,6,5,8,5,6,3,5,5,6,3,8,6,6,7,6,5,11,8,7,10,7,8,6,7,3,4,5,10,6,9,8,4,4,7,7,10,2,7,9,6,7,7,5,6
2,train,0,0,0,9,5,0,9,0,9,8,9,10,7,0,0,10,0,0,0,0,10,0,11,7,8,8,0,0,8,8,6,8,9,8,0,12,0,0,0,9,0,8,0,7,0,0,0,0,10,8,0,0,9,7,6,0,7,0,0,0,7,0,0,6,0,0,9,7,0,8,0,0,12,9,9,0,0,9,0,8,0,5,0,11,8,10,9,0,0,8,9,11,8,9,10,8,8,8,6,0
3,noise,1,1,3,1,3,4,4,5,7,5,4,6,4,5,5,8,5,5,3,2,8,3,10,4,4,4,1,3,4,6,4,2,7,5,4,10,3,4,4,4,2,4,4,4,3,3,4,6,1,4,4,3,1,4,4,1,4,4,5,4,5,2,3,4,5,6,7,4,5,6,5,3,10,7,6,7,1,7,3,5,5,1,4,7,5,6,6,3,1,3,4,7,6,5,7,5,5,5,3,2
4,sing,8,6,6,6,7,7,6,6,5,3,5,7,5,7,4,6,7,8,7,6,5,5,7,5,6,5,3,5,7,5,7,7,5,7,7,9,6,6,7,6,6,6,6,6,7,6,6,7,7,6,5,4,6,6,7,4,5,7,7,6,4,9,6,7,7,7,6,9,8,2,9,7,7,5,8,9,5,2,7,6,7,2,6,9,7,8,7,7,8,6,6,8,7,6,8,9,6,6,2,5
5,blow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,tune,9,7,8,7,8,9,7,8,6,7,7,8,0,8,0,4,8,9,0,9,6,8,12,8,10,0,8,8,9,9,0,0,6,0,8,0,8,7,8,8,8,9,8,9,9,0,8,2,8,0,7,8,7,0,0,7,8,6,9,7,0,8,9,10,9,0,4,10,9,0,10,8,9,6,4,11,8,5,9,0,9,0,8,12,10,4,0,8,9,0,8,9,10,8,0,0,0,9,0,8
7,sound,6,4,4,3,6,5,5,4,3,4,2,4,3,6,3,3,3,3,2,3,4,2,5,1,5,3,6,4,3,3,1,3,1,4,3,8,2,3,3,1,4,2,5,3,6,5,2,4,4,2,3,5,3,2,3,5,2,1,2,3,2,4,4,2,8,4,3,3,2,3,7,2,6,2,3,8,4,6,4,4,6,6,2,4,3,3,2,5,3,4,3,6,5,3,4,1,4,2,4,3
8,dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,4,0,0,0,0
9,song,7,5,9,5,9,8,3,9,4,2,6,2,8,9,8,5,4,7,8,8,7,7,8,0,9,6,7,6,10,4,0,9,2,0,6,7,7,8,6,5,7,10,9,0,8,7,5,9,6,5,8,6,5,0,0,6,0,8,6,8,0,7,8,11,10,8,1,8,7,5,8,6,8,4,5,6,6,3,8,0,8,0,7,8,9,7,5,6,7,0,5,2,9,4,5,0,0,4,0,7
10,shrill,4,3,5,4,2,2,2,3,2,9,3,5,2,2,2,7,1,4,4,5,3,4,1,2,3,2,5,2,1,2,3,1,3,2,2,1,5,2,2,3,3,3,3,2,2,2,3,5,3,3,2,2,4,1,8,2,3,9,3,2,3,5,2,9,3,5,2,5,3,4,3,4,2,3,2,3,3,4,5,2,4,7,3,5,1,1,3,2,6,1,2,1,3,1,3,2,3,3,7,4
11,boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
12,lips,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
13,wolf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14,call,0,0,2,0,0,3,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,3,0,0,2,0,0,2,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
15,loud,3,2,1,2,1,1,1,1,1,1,1,3,1,4,1,1,2,1,5,1,2,1,4,3,2,1,2,1,2,1,2,5,4,3,1,2,1,1,1,2,1,1,2,1,1,1,1,3,2,1,1,1,2,3,2,3,1,2,1,1,1,1,1,1,4,2,5,1,1,1,2,1,1,1,1,1,2,1,1,1,2,3,1,1,4,2,1,1,5,2,1,4,1,2,1,3,2,1,1,1
othr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,trash,2,2,2,1,1,5,6,1,1,1,3,1,1,5,5,3,7,4,5,6,5,1,3,1,1,1,1,4,4,4,2,6,3,6,3,4,2,2,1,6,2,4,1,2,5,2,5,3,3,2,1,3,8,5,2,2,5,4,2,1,3,2,5,2,1,4,2,2,6,1,3,6,4,7,3,3,3,2,1,5,1,2,3,3,2,2,1,4,5,5,2,6,5,1,5,3,5,5,2,5
1,garbage,3,4,4,2,2,4,1,4,3,2,1,4,5,2,3,2,2,5,1,3,1,2,2,2,3,3,2,1,2,5,3,2,4,5,1,1,1,1,5,1,3,2,2,1,1,3,3,1,2,1,3,5,2,1,3,1,2,1,4,7,1,3,2,4,2,2,4,4,1,2,1,3,3,6,4,2,1,4,2,2,2,4,1,1,5,5,2,5,2,3,1,1,2,2,2,2,3,2,3,6
2,waste,4,5,6,3,3,3,4,7,4,4,4,5,6,4,4,6,5,6,3,4,4,4,1,4,4,4,3,3,5,6,5,5,5,7,2,5,4,7,6,4,4,3,4,3,2,4,2,2,1,3,4,8,1,2,4,3,3,2,3,8,2,4,4,3,4,1,5,5,3,5,2,4,2,5,5,1,8,5,3,3,3,5,2,4,6,6,3,7,1,4,3,2,3,4,3,1,4,3,4,7
3,can,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,refuse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,sewage,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8,0,8,6,0,0,0,0,0,0,0,0,8,0,0,8,0,0,6,0,6,8,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,5,0,8,0,0,0,7,4,0,8,6,8,0,0,9,0,9
6,dirt,0,0,0,0,0,8,0,0,0,10,0,0,0,1,0,8,0,0,0,9,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,9,7,0,9,0,10,0,0,10,0,8
7,junk,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,9,0,9,0,0,0,0,0,0,0,0,0,10,0,9,11,7,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,8,7,0,0,0,0,0,12,0,10,0,9,0,0,0,0,4
8,rubbish,6,3,7,7,6,6,2,2,2,7,7,7,3,6,2,1,4,2,2,1,3,3,6,5,8,5,5,5,3,7,6,1,6,4,4,3,5,5,7,2,1,6,3,4,4,6,6,7,4,5,5,1,4,3,5,4,1,3,5,5,7,1,7,5,5,3,6,6,7,4,5,5,5,2,1,4,5,6,6,1,4,3,5,6,1,1,6,6,6,2,5,7,4,3,1,5,2,7,5,3
9,paper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,scraps,10,0,10,9,10,0,0,10,0,11,9,10,0,12,0,11,11,0,7,13,10,8,0,8,0,0,0,7,10,12,11,0,0,10,0,0,10,11,0,0,0,0,0,11,9,10,0,10,10,10,0,0,5,10,10,6,9,0,7,4,9,9,9,0,0,9,8,10,0,0,8,9,10,3,0,9,12,10,0,10,0,0,0,11,8,0,10,10,11,0,11,4,13,0,13,9,0,0,0,0
11,pile,1,0,8,5,9,9,9,5,0,12,10,9,0,11,9,10,10,0,10,12,11,9,0,10,9,0,0,10,9,11,9,0,0,9,0,0,8,10,0,0,11,0,8,10,11,8,9,11,9,9,0,0,10,9,1,10,10,0,8,9,8,10,10,0,6,10,10,9,9,0,9,10,9,11,0,10,13,11,9,8,0,0,9,12,11,0,9,9,10,11,13,10,12,10,12,10,0,0,7,0
12,dump,9,9,9,8,8,10,8,8,8,9,8,8,2,10,8,9,9,9,9,11,9,10,8,9,11,0,8,11,8,10,8,8,9,8,5,9,6,9,10,9,10,10,10,9,10,9,8,9,8,8,8,6,6,8,9,8,8,0,10,6,10,6,8,9,9,8,9,8,8,8,10,8,8,10,8,7,11,9,8,7,8,8,8,10,10,9,8,8,9,10,10,3,11,9,11,8,0,8,6,10
13,landfill,8,7,3,4,4,2,3,3,7,3,6,6,4,7,6,7,3,7,8,5,7,5,4,6,7,2,4,6,6,3,1,7,7,3,6,8,7,8,3,7,6,8,5,5,6,5,4,4,7,7,6,4,9,6,6,9,7,5,9,10,4,7,6,6,7,7,7,7,2,6,6,7,1,8,7,8,6,7,4,6,7,1,6,9,4,3,7,2,8,8,9,5,6,8,4,6,1,6,9,1
14,debris,7,8,5,10,7,7,7,9,5,8,5,3,8,9,7,5,6,3,6,7,8,6,7,3,5,7,7,8,7,2,7,3,1,2,8,7,9,3,4,5,8,1,6,6,8,7,7,6,6,6,7,7,7,7,8,7,6,6,6,2,6,8,1,7,8,6,3,3,5,3,7,1,7,1,6,5,4,1,7,4,6,6,7,2,9,7,5,1,4,6,6,9,7,7,6,7,7,4,1,11
15,litter,5,1,1,6,5,1,5,6,6,5,2,2,7,3,1,4,1,1,4,2,2,7,5,7,6,6,6,2,1,1,4,4,2,1,7,2,3,4,2,3,5,5,7,8,7,1,1,5,5,4,2,2,3,4,7,5,4,7,1,3,5,5,3,1,3,5,1,1,4,9,4,2,6,4,2,6,2,3,5,9,5,7,4,7,3,4,4,3,3,1,8,8,1,5,7,4,6,1,8,2
othr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,cabbage,2,1,1,4,3,2,4,8,5,1,1,5,4,5,7,5,1,2,3,4,6,3,2,1,3,7,2,2,2,1,1,6,6,1,1,3,3,7,1,3,5,6,1,7,1,3,5,4,1,3,6,4,4,5,4,5,3,2,1,1,4,4,7,5,2,1,2,2,2,6,4,2,4,1,4,3,4,6,2,4,3,1,6,1,7,7,4,1,7,3,3,3,1,4,2,4,5,7,2,6
1,head,8,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,lettuce,6,8,4,3,2,5,3,6,6,7,4,3,3,8,4,1,7,3,6,3,7,5,3,5,4,3,8,5,4,8,6,3,2,5,5,7,7,6,5,4,4,2,5,1,5,1,3,3,5,4,4,1,7,3,5,6,5,5,3,4,3,6,3,6,4,5,5,7,4,5,5,7,7,4,6,7,3,4,7,3,5,6,3,2,5,5,6,5,6,6,1,5,2,5,5,1,1,3,5,4
3,vegetable,7,6,2,1,1,6,5,3,3,8,5,1,1,7,1,4,4,7,5,2,8,6,4,6,7,4,7,6,6,5,4,5,1,2,8,5,4,5,9,7,1,5,2,2,3,6,4,6,4,8,3,2,8,8,6,7,6,8,2,6,2,2,8,7,5,4,4,5,6,8,1,4,8,3,3,1,6,3,8,6,6,3,4,4,3,6,5,3,5,7,2,6,8,3,7,2,2,4,3,2
4,food,10,9,0,0,0,9,0,0,9,9,7,0,0,9,0,0,0,0,10,0,9,8,0,7,8,9,9,0,0,0,9,0,0,0,0,9,0,9,0,9,0,0,7,0,0,0,0,7,7,9,0,0,9,9,0,9,9,9,0,7,7,0,9,9,0,0,6,0,0,9,2,5,10,0,0,0,2,0,9,7,0,7,0,0,0,9,0,0,9,9,0,7,9,0,8,8,4,0,0,3
5,salad,3,7,3,2,5,8,2,1,1,6,8,2,7,2,2,3,2,1,1,1,2,2,1,4,2,5,4,3,3,2,5,8,3,3,2,4,1,3,3,5,2,1,3,4,6,2,2,1,3,7,2,3,1,4,3,1,4,4,4,3,5,3,1,4,1,3,1,6,3,1,3,3,6,2,5,5,1,1,1,1,1,4,1,3,2,3,3,4,3,1,5,2,7,2,4,3,3,2,4,5
6,green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,garden,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,9,0,0,10,0,10,0,0,0,5,9,0,9,0,6,0,0,0,0,0,0,10,10,10,0,10,0,0,10,0,3,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,9,9,0,0,0,0,10,0,0,0,0,10,10,10,8,0,0
8,leaf,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,sauerkraut,5,4,8,6,6,3,6,5,2,4,9,7,5,4,6,8,8,6,7,7,3,4,6,8,5,1,6,4,8,3,2,7,7,6,3,6,6,8,2,8,3,8,8,9,7,5,7,8,9,1,1,7,6,1,7,8,8,6,8,9,8,8,6,2,9,6,9,1,8,3,6,1,2,7,8,8,9,5,4,8,4,2,2,7,8,1,8,6,8,5,4,8,6,6,1,9,7,9,8,7
10,smell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,slaw,4,3,5,7,7,4,7,2,4,2,6,8,8,3,3,2,6,8,2,8,1,7,7,9,6,6,1,7,7,6,8,9,8,7,7,8,2,1,8,6,6,3,9,6,4,7,8,9,10,2,7,6,2,2,8,2,7,7,6,5,9,1,4,3,8,7,8,3,1,2,8,9,3,6,7,6,8,7,3,9,7,9,5,5,4,8,2,8,1,4,7,9,5,8,9,6,9,6,7,9
12,patch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,carrots,9,2,7,5,8,1,8,7,7,5,2,6,6,6,8,6,3,5,8,6,5,9,8,3,9,8,5,8,5,7,7,2,5,8,6,1,8,4,7,1,7,7,6,8,8,8,6,2,8,5,8,8,5,6,1,3,1,3,7,8,6,7,2,8,7,8,7,8,7,7,9,6,5,8,1,4,7,8,5,5,8,8,8,8,6,2,7,7,4,8,8,4,3,7,6,7,8,5,1,8
15,soup,1,5,6,8,4,7,1,4,8,3,3,4,2,1,5,7,5,4,4,5,4,1,5,2,1,2,3,1,1,4,3,1,4,4,4,2,5,2,6,2,8,4,4,3,2,4,1,5,2,6,5,5,3,7,2,4,2,1,5,2,1,5,5,1,6,2,3,4,5,4,7,8,1,5,2,2,5,2,6,2,2,5,7,6,1,4,1,2,2,2,6,1,4,1,3,5,6,1,6,1
othr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CL,health,10,10,9,10,10,9,0,10,10,0,13,11,0,12,6,6,10,0,8,10,10,0,9,10,0,0,13,0,0,9,0,0,9,10,7,0,10,9,10,11,7,12,12,1,0,11,0,5,0,11,0,12,9,10,10,7,8,1,10,6,8,0,8,0,3,13,12,10,7,10,7,7,8,0,0,10,0,9,14,9,9,10,10,0,12,0,0,10,8,8,9,14,9,1,11,9,11,10,0,10
1,sickness,6,4,4,5,4,7,7,5,4,4,7,7,6,4,5,7,5,1,4,5,6,4,4,4,4,4,9,5,5,5,6,3,4,5,8,5,4,4,5,7,4,6,6,8,1,5,5,8,4,10,6,4,3,5,7,4,7,5,5,4,4,4,4,4,5,4,4,7,9,3,5,6,6,4,4,6,3,4,9,4,6,6,4,4,7,4,4,6,4,6,4,9,6,5,7,4,5,4,4,4
2,good,5,3,3,4,3,6,6,4,3,3,4,8,5,2,4,8,4,3,3,4,5,3,3,5,3,2,10,4,4,4,5,4,3,4,9,6,3,3,4,9,6,7,5,9,2,4,4,10,3,12,7,3,2,6,6,3,10,6,4,3,3,3,3,3,4,3,1,6,10,4,4,5,7,3,3,5,2,3,10,3,10,2,3,3,6,3,3,5,3,5,3,10,7,4,6,3,6,3,3,3
3,happiness,7,5,5,7,11,10,8,9,5,7,5,10,7,9,7,9,7,6,5,6,7,6,6,12,5,5,12,6,6,11,7,6,5,0,0,7,5,6,7,10,3,9,7,12,0,0,6,11,6,14,8,11,4,8,8,6,11,9,7,7,5,5,6,5,7,5,7,8,12,7,6,0,12,0,5,9,0,8,12,5,12,13,11,5,9,6,0,7,0,9,5,11,8,10,10,5,0,5,5,5
4,wealth,8,0,8,0,0,12,9,0,0,8,6,12,9,8,0,11,11,7,6,7,9,8,0,11,7,7,15,8,9,12,10,7,6,0,0,9,0,7,0,13,0,10,10,0,0,0,8,12,8,15,10,0,7,7,12,8,0,0,9,8,6,7,7,6,8,0,9,0,13,11,0,0,13,0,7,0,0,0,0,0,0,0,12,6,10,7,0,12,2,10,7,0,0,0,0,7,0,6,7,7
5,ill,9,0,6,8,8,11,2,6,6,6,10,13,8,10,8,10,9,2,7,8,8,0,8,8,6,6,14,7,7,7,8,5,7,11,12,8,6,5,8,12,9,8,11,11,0,12,7,6,7,13,9,6,5,9,9,5,12,8,6,11,7,6,9,7,6,9,6,11,11,9,8,8,9,0,6,11,0,7,11,7,11,12,6,7,8,0,0,8,11,11,6,12,13,6,9,6,10,7,8,8
6,doctor,11,8,7,9,9,5,0,11,7,0,11,14,10,11,10,12,8,0,9,9,11,0,0,9,8,0,11,9,8,8,9,0,8,9,13,3,8,8,9,8,8,5,13,10,0,9,9,7,9,8,5,13,8,12,3,0,13,10,12,0,9,0,10,0,9,10,10,12,8,12,9,9,11,0,0,8,0,6,13,11,5,11,8,0,11,0,0,11,9,12,10,13,10,8,8,8,9,8,0,11
7,service,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,strong,1,2,1,1,1,4,5,1,1,1,3,9,1,1,1,2,2,4,1,2,3,2,1,6,2,3,6,1,3,3,1,2,1,1,2,2,1,1,1,2,0,3,2,3,5,3,2,2,2,1,1,1,1,1,5,2,2,7,1,1,1,2,2,1,2,1,3,1,3,0,1,1,2,1,2,1,1,2,2,2,0,1,2,1,2,1,2,2,1,2,2,1,2,3,4,2,4,2,1,2
